dataset_name,model_name,accuracy,f1,auc,eer,avg_embedding_time_s,throughput_fps,cpu_percent,ram_rss_mb,gpu_percent,gpu_memory_mb
LFW,facenet,0.9758308157099698,0.9755600814663951,0.9933483991321108,0.02752612710373256,2.271305665850204e-07,,0.023853569567483062,2892.53125,,
LFW,dlib,0.5009333107076193,0.6674957603165631,0.9921923160918111,0.023417695712149206,2.4201625494102545e-07,,0.004224552206203582,2969.7734375,,
LFW,buffalo_l,0.9828167115902965,0.9825581395348837,0.9898890620077818,0.021563462264338355,2.080548389325576e-07,,0.0059645001305142255,3169.62109375,,
LFW,adaface,0.8098355152735818,0.7658607150237651,0.9710923718266182,0.07301103566943364,2.1989836166292109e-07,,0.02457877366684037,3575.92578125,,
LFW,magface,0.8863712655253441,0.8788692073716229,0.9514548862712486,0.1079222212644115,2.501433349086398e-07,,0.02422268542643738,3167.203125,,
