experiment_id,experiment_name,dataset_name,model_name,threshold,accuracy,precision,recall,f1,far,frr,auc,eer,eer_threshold,num_pairs,compute_model_load_time_s,compute_avg_inference_time_s,compute_avg_embedding_time_s,compute_recognition_latency_s,compute_throughput_fps,compute_cpu_percent,compute_ram_rss_mb,compute_gpu_percent,compute_gpu_memory_mb,compute_model_size_mb,compute_num_samples,compute_warmup_samples
20260805T203632Z_paper_lfw_buffalo_l_f2e9f94c,paper_lfw_buffalo_l,LFW,buffalo_l,0.4,0.9817052702249077,1.0,0.9634840871021776,0.9814024910424842,0.0,0.036515912897822446,0.9891695274218383,0.023833597858109908,0.12191095986772116,5958,2.9465331002138555,0.5584919876807511,0.5584919876807511,0.5584919876807511,1.7905359827142704,254.2280611111128,626.96484375,,,600.7099914550781,11998,2
